listing_id,city_name,district_name,neighborhood_name,title,price,room_count,gross_sqm,net_sqm,building_age,floor_level,heating_type,is_furnished
168923-2,Istanbul,Buyukcekmece,Kumburgaz,BATUHAN POLAT'TAN FULL DENİZ MANZARALI KUMBURGAZ 2+1 SIFIR DAİRE,6700000,2 + 1,150,100,2 Yaşında,7. Kat,Kombi,Eşyalı Değil
124018-74,Istanbul,Buyukcekmece,Kumburgaz,Kumburgaz Merkezde Denize Sıfır Sitede Satılık Ferah 2+1 Daire,2750000,2 + 1,100,90,31 Yaşında,Bahçe Katı,Klima,Eşyalı
76675-1544,Istanbul,Buyukcekmece,Mimar sinan merkez,"BÜYÜKÇEKMEÇE MİMARSİNAN E-5 METRO-METROBÜS , OKYANUS KOLEJİ YAKINI 3+1 KAT 6 120M2 KREDİLİ ASANSÖRLÜ",4650000,3 + 1,130,120,27 Yaşında,6. Kat,Kombi,Eşyalı Değil
164058-8,Istanbul,Buyukcekmece,Mimaroba,BÜYÜKÇEKMECE MİMAROBADA DENİZ MANZARALI GENİŞ TERASLI DUBLEKS4+2,10000000,4 + 2,300,200,16 Yaşında,4. Kat,Kombi,Eşyalı Değil
147960-73,Istanbul,Buyukcekmece,Murat cesme,MURATÇEŞME DENİZ KONAKLARI FUL DENİZ MANZARALI 3+1 SIFIR DAİRE,8200000,3 + 1,120,105,Sıfır Bina,3. Kat,Yerden Isıtma,Eşyalı Değil
9083-4994,Istanbul,Buyukcekmece,Pinartepe,Büyükçekmece Atatürk Mah Sıfır Lüks Butik Sitede 2+1 Satılık Daire,5000000,2 + 1,75,65,Sıfır Bina,5. Kat,Kombi,Eşyalı Değil
167955-8,Istanbul,Buyukcekmece,Pinartepe,ADNAN KAHVECİ PINARTEPE MAHALLESİNDE DENİZ MANZARALI 2+1,5700000,2 + 1,110,90,11 Yaşında,6. Kat,Merkezi (Pay Öl...,Eşyalı Değil
167955-5,Istanbul,Buyukcekmece,Pinartepe,İSTANBUL X DEN YENİ MODA EVLERİ 3+1 BAHÇE KAT DENİZ MANZARALI,15000000,3 + 1,195,170,6 Yaşında,Bahçe Katı,Merkezi (Pay Öl...,Eşyalı Değil
117523-115,Istanbul,Buyukcekmece,Pinartepe,Büyükçekçekmece Pınartepede Bahçeli Müstakil Kapalı Garajlı 5+2,19750000,5 + 2,359,260,21 Yaşında,Bahçe Katı,Yerden Isıtma,Eşyalı Değil
168515-74,Istanbul,Buyukcekmece,Pinartepe,AVRUPA CAD. MOODCİTY SATILIK 1+1 BALKONLU TAŞINMAYA HAZIR DAİRE,4550000,1 + 1,75,55,11 Yaşında,4. Kat,Merkezi (Pay Öl...,Eşyalı Değil
1075-6868,Istanbul,Buyukcekmece,Pinartepe,MİMAROBA  EMEK KONAKLARI'NDA SATILIK 4+1 DUBLEKS DAİRE,14500000,4 + 1,200,180,9 Yaşında,3. Kat,Kombi,Eşyalı Değil
167206-3,Istanbul,Buyukcekmece,Pinartepe,YENİMODA EVLERİNDE BÜYÜK TERASLI PANORAMİK DENİZ MANZARALI DAİRE,16300000,3 + 1,215,185,6 Yaşında,3. Kat,Kombi,Eşyalı Değil
146253-248,Istanbul,Buyukcekmece,Sinanoba,KUPONX'TEN SİNANOBA'DA BUTİK SİTE İÇERİSİNDE 3+1 FIRSAT DAİRE!!!,5970000,3 + 1,130,120,21 Yaşında,2. Kat,Kombi,Eşyalı Değil
17468-11017,Istanbul,Buyukcekmece,Yenimahalle,KUMBURGAZ KAPANMAZ DENİZ MANZARALI KOMBİLİ FUL YAPILI DAİRE,3850000,1 + 1,70,65,30 Yaşında,4. Kat,Kombi,
135098-492,Istanbul,Cekmekoy,Alemdag,ÇEKMEKÖY ALEMDAĞ SİTE İÇERİSİNDE 5+2 SATILIK DUBLEKS DAİRE,23500000,5 + 2,330,270,Sıfır Bina,Çatı Katı,Yerden Isıtma,Eşyalı Değil
165118-30,Istanbul,Cekmekoy,Alemdag,ÇEKMEKÖY ALEMDAĞDA SATILIK FERAH VE KULLANIŞLI 4+2 ÇATI DUBLEKSİ,9400000,4 + 2,180,160,6 Yaşında,4. Kat,Kombi,Eşyalı Değil
156543-84,Istanbul,Cekmekoy,Alemdag,QUBBE'DEN ALEMDAĞ'DA MERKEZİ KONUMDA SATILIK 3+1 DAİRE,7650000,3 + 1,120,100,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
126645-588,Istanbul,Cekmekoy,Aydinlar,Çekmeköy Aydınlar mahallesinde 2+1 Asansörlü Daire,5375000,2 + 1,90,75,11 Yaşında,6. Kat,Kombi,Eşyalı Değil
147910-158,Istanbul,Cekmekoy,Aydinlar,ÇEKMEKÖY AYDINLARDA GENİŞ 3+1 AYRI MUTFAKLI SATILIK DAİRE,7150000,3 + 1,130,100,5 Yaşında,6. Kat,Kombi,Eşyalı Değil
161682-126,Istanbul,Cekmekoy,Aydinlar,ACİL ÇEKMEKÖY TAŞDELEN AYDINLAR MH 2+1 SATILK DAİRE,5497000,2 + 1,95,80,6 Yaşında,1. Kat,Kombi,Eşyalı Değil
126306-159,Istanbul,Cekmekoy,Aydinlar,Çekmeköy Aydınlar Mahallesin'de Sıfır 4+2 Üst Dubleks Daire,9850000,4 + 2,170,148,Sıfır Bina,5. Kat,Kombi,Eşyalı Değil
169094-4,Istanbul,Cekmekoy,Aydinlar,AYDINLAR MAHALLESİNDE SIFIR LÜX 2+1 DAİRE,6300000,2 + 1,90,75,Sıfır Bina,1. Kat,Merkezi (Pay Öl...,Eşyalı Değil
133139-1993,Istanbul,Cekmekoy,Aydinlar,KOD 5394 AYDINLAR MAH. KREDİYE UYGUN CADDEYE CEPHE 1+1 SATILIK,3425000,1 + 1,68,53,Sıfır Bina,Bahçe Katı,Kombi,Eşyalı Değil
32083-6854,Istanbul,Cekmekoy,Camlik,ÇEKMEKÖY BOLELLİ SİTESİ 320m2 4+2 ÇAT DUB. ORMAN MNZ. TERASLI,15750000,4 + 2,320,270,16 Yaşında,5. Kat,Kombi,Eşyalı Değil
165589-19,Istanbul,Cekmekoy,Catalmese,TAYFUN LİFE SİTESİ KREDİ ve ENİNEVİM'e UYGUN 2+1 SATILIK DAİRE,4450000,2 + 1,85,70,Sıfır Bina,0. Kat,Kombi,Eşyalı Değil
157979-641,Istanbul,Cekmekoy,Catalmese,DOĞA VE ŞEHİR ARASINDA: ALEMDAĞ KOMŞU TERASLI VE MODERN DUBLEKS,6490000,3 + 1,155,135,3 Yaşında,4. Kat,Kombi,Eşyalı Değil
167977-4,Istanbul,Cekmekoy,Cumhuriyet,ERD'DEN HAFTANIN FIRSATI KREDİYE UYGUN 2+1 KELEPİR ARA KAT..!!!!,5590000,2 + 1,90,86,2 Yaşında,Ara Kat,Kombi,Eşyalı Değil
133139-1991,Istanbul,Cekmekoy,Eksioglu,KOD 5396 EKŞİOĞLU MAH. HAFTANIN KELEPİR 3+1 DAİRESİ,4999999,3 + 1,121,103,Sıfır Bina,Yüksek Giriş,Kombi,Eşyalı Değil
169000-28,Istanbul,Cekmekoy,Eksioglu,SIFIR ASANSÖRLÜ KAPALI OTOPARKLI 2+1 ARAKAT DAİRE,5750000,2 + 1,90,80,Sıfır Bina,3. Kat,Kombi,
168910-13,Istanbul,Cekmekoy,Gungoren,GÜMÜŞ VADİ SİTESİNDE EVİM ŞİRKETLERİNE UYGUN 3+1 ARA KAT,7100000,3 + 1,140,110,16 Yaşında,1. Kat,Kombi,Eşyalı Değil
166812-25,Istanbul,Cekmekoy,Gungoren,Çekmeköy Güngören Mah.Satılık 2+1 Daire İskanlı Asansörlü Eminevim&Fuzul Ev Uygun,7250000,2 + 1,110,100,7 Yaşında,3. Kat,Kombi,Eşyalı Değil
168929-9,Istanbul,Cekmekoy,Hamidiye,Satılık 2+1 Bahce Teraslı,4400000,2 + 1,100,78,11 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
22752-16694,Istanbul,Cekmekoy,Hamidiye,REMAX OYA DOĞAN ÇEKMEKÖY BEŞYILDIZ MİRA EVLERİ SATILIK 3+1,16500000,3 + 1,139,110,13 Yaşında,2. Kat,Kombi,Eşyalı Değil
26868-5609,Istanbul,Cekmekoy,Hamidiye,ÇEKMEKÖY ÖĞRETMENLER SİTESİ 2+1 1.KAT 100 M2 KAÇMAZ DAİRE,6650000,2 + 1,100,90,30 Yaşında,1. Kat,Kombi,Eşyalı Değil
126306-56,Istanbul,Cekmekoy,Kirazlidere,ÇEKMEKÖY'DE 3+1 ARA KAT DAİRE ARAYANLARA,6375000,3 + 1,125,110,6 Yaşında,3. Kat,Kombi,Eşyalı Değil
168954-10,Istanbul,Cekmekoy,Mehmet akif,ÇEKMEKÖY M.AKİFTE METRO'YA YÜRÜME MESAFESİNDE ASANSÖRLÜ 3+1,7550000,3 + 1,130,120,6 Yaşında,3. Kat,Kombi,Eşyalı Değil
144076-121,Istanbul,Cekmekoy,Mehmet akif,ÇEKMEKÖYDE FIRSATT 2+1 BOŞ YATIRIMLIK YÜKSEK GİRİŞ MERKEZİ KONUM,4817088,2 + 1,78,75,6 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
2062-887,Istanbul,Cekmekoy,Mehmet akif,ÇEKMEKÖY MERKEZDE METROYA YAKIN SIFIR 6+2 DUBLEKS 2 AYRI 3+1,13000000,6 + 2,350,240,Sıfır Bina,5. Kat,Kombi,Eşyalı Değil
168945-29,Istanbul,Cekmekoy,Mehmet akif,ÇEKMEKÖY METRO 300MT MESAFE 2+1 İSKANLI YENİ BİNA TERTEMİZ DAİRE,6550000,2 + 1,80,70,6 Yaşında,1. Kat,Kombi,Eşyalı Değil
168929-6,Istanbul,Cekmekoy,Merkez,SATILIK TERASLI DUBLEKS GENİŞ MUTFAK MANZARALI,14200000,2 + 1,200,175,4 Yaşında,5. Kat,Kombi,Eşyalı Değil
128966-53,Istanbul,Cekmekoy,Merkez,Çekmeköy Merkez Mahallesinde SATILIK 3+1 Daire,5850000,3 + 1,110,95,6 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
168861-7,Istanbul,Cekmekoy,Merkez,ÇEKMEKÖY MERKEZ MAHALLESİN'DE SIFIR 2+1 ARA KAT,6800000,2 + 1,95,85,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
168861-1,Istanbul,Cekmekoy,Merkez,NUR İNŞAAT'TAN ÇEKMEKÖY'DE 4+2 ORMAN MANZARALI SIFIR LÜX DUBLEX,13490000,4 + 2,240,220,Sıfır Bina,4. Kat,Kombi,Eşyalı Değil
168861-2,Istanbul,Cekmekoy,Merkez,NUR İNŞAAT'TAN ÇEKMEKÖY'DE ORMAN MANZARALI SIFIR 4+2 LÜX DUBLEX,13490000,4 + 2,240,220,Sıfır Bina,4. Kat,Kombi,Eşyalı Değil
168861-6,Istanbul,Cekmekoy,Merkez,ÇEKMEKÖY'DE 4+2 KATTA TEK SIFIR ÇATI DUBLEX,11300000,4 + 2,220,190,Sıfır Bina,3. Kat,Kombi,Eşyalı Değil
169033-13,Istanbul,Cekmekoy,Merkez,MERKEZ MAH 3+1 2.KAT 110 M2 10.000.000 TL,10000000,3 + 1,120,110,1 Yaşında,2. Kat,Kombi,Eşyalı Değil
0-46587642,Istanbul,Cekmekoy,Merkez,"KAYMAKAMLIK Karşısı, NOTER Sokağı, TİCARİ Kullanıma Uygun SATILIK DAİRE",7500000,2 + 1,70,55,16 Yaşında,2. Kat,Kombi,Eşyalı Değil
36619-4880,Istanbul,Cekmekoy,Merkez,ÖZLEM AKSU..RAPSODİ EVLERİ BOŞ SATILIK 4+1 ARAKAT ÖZEL DAİRE,41500000,4 + 1,250,200,11 Yaşında,2. Kat,Merkezi (Pay Öl...,Eşyalı Değil
83414-366,Istanbul,Cekmekoy,Merkez,ÇEKMEKÖY MERKEZ MAHALLESİ 2+1 75m2 EBEVEYN BANYOLU GENÇ BİNADA SATILIK 5.600.000 TL,5600000,2 + 1,75,60,11 Yaşında,2. Kat,Kombi,Eşyalı Değil
167525-11,Istanbul,Cekmekoy,Merkez,"ORMAN MANZARALI 290 m2 ÇIKMASIZ BUTİK SİTEDE EŞSİZ 5,5+1.DUBLEKS",29000000,5 + 1,290,220,Sıfır Bina,6. Kat,Yerden Isıtma,Eşyalı Değil
159127-87,Istanbul,Cekmekoy,Merkez,ÇEKMEKÖY MERKEZ MAH AÇIK & K.OTOPARKLI BALKONLU 3+1 SIFIR ARA KAT,8500000,3 + 1,110,100,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
67619-2572,Istanbul,Cekmekoy,Merkez,Çekmeköy Merkez Mah Evorman Sitesi Satılık Çatı Dubleks,29000000,4 + 2,244,200,Sıfır Bina,Çatı Katı,Yerden Isıtma,Eşyalı Değil
169062-8,Istanbul,Cekmekoy,Merkez,Çekmeköy Merkez mah'de Cadde üzeri 2+1 Satılık Bahçekatı daire,4750000,2 + 1,75,67,1 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
169062-5,Istanbul,Cekmekoy,Merkez,ÇEKMEKÖY MERKEZ MAH'DE CADDE ÜZERİ SATILIK 2+1 BAHÇEKATI DAİRE,4250000,2 + 1,100,72,16 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
168861-9,Istanbul,Cekmekoy,Merkez,ÇEKMEKÖY MERKEZ MAHALLESİN'DE SIFIR 2+1 LÜX ARA KAT DAİRE,6650000,2 + 1,95,85,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
168896-7,Istanbul,Cekmekoy,Merkez,ÇEKMEKÖY RAHMİ DEMİR ORMAN CEPHELİ ASANSÖRLÜ 2.ARAKAT 2+1,6750000,2 + 1,80,70,6 Yaşında,2. Kat,Kombi,Eşyalı Değil
168954-5,Istanbul,Cekmekoy,Mimar sinan,ÇEKMEKÖY MİMAR SİNAN MAHALLESİNDE MERKEZDE SATILIK 1+1 DAİRE,3250000,1 + 1,65,55,11 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
3447-22370,Istanbul,Cekmekoy,Mimar sinan,"DİRECT'TEN METRO VE AVM'LERE KOLAY ULAŞIM AVANTAJLI,ÖN CEPHE 1+0",3550000,1 + 0,60,50,11 Yaşında,2. Kat,Kombi,Eşyalı Değil
169062-7,Istanbul,Cekmekoy,Mimar sinan,Mimar Sinan Mah. 120 m2 Brüt 2+1 Çatı Dubleksi Tapu Masrafı Yok!,7500000,2 + 1,120,96,Sıfır Bina,5. Kat,Kombi,Eşyalı Değil
169033-6,Istanbul,Cekmekoy,Mimar sinan,mimarsinan'da iskanlı 2.kat güneş gören asansörlü 90m2 5675000tl,5675000,2 + 1,100,90,4 Yaşında,1. Kat,Kombi,Eşyalı Değil
169033-5,Istanbul,Cekmekoy,Mimar sinan,GÜNEY CP. 90M2 2+1 ASANSÖRLÜ BALKONLU SIFIR DAİRE 6750.000Tl,6750000,2 + 1,95,85,1 Yaşında,1. Kat,Kombi,Eşyalı Değil
153130-99,Istanbul,Cekmekoy,Sogukpinar,ÇEKMEKÖY TAŞDELEN SOĞUKPINAR MAH SATILIK 2+1 ARA KAT DAİRE,4650000,1 + 1,90,80,7 Yaşında,Ara Kat,Kombi,Eşyalı Değil
119363-285,Istanbul,Cekmekoy,Sultanciftligi,Çekmeköy İvory Taşdelen Sitesi 1+1 Satılık Daire,6700000,1 + 1,77,60,11 Yaşında,10. Kat,Merkezi (Pay Öl...,Eşyalı
54389-2916,Istanbul,Cekmekoy,Sultanciftligi,ÇEKMEKÖY TAŞDELEN MERKEZDE BAHÇELİ 1+1 SATILIK DAİRE,3250000,1 + 1,50,35,6 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
169000-29,Istanbul,Cekmekoy,Sultanciftligi,TAŞDELEN BUTİK SİTEDE İSKANLI SATILIK 1+1 BAHÇE KULLANIMLI DAİRE,3750000,1 + 1,65,55,6 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
57801-2875,Istanbul,Cekmekoy,Sultanciftligi,ÇEKMEKÖY DEFNEDALI SİTESİNDE SATILIK AYRI MUTFAKLI 1+1 ARAKAT,4150000,1 + 1,60,50,4 Yaşında,2. Kat,Kombi,Eşyalı Değil
159390-12,Istanbul,Cekmekoy,Sultanciftligi,ÇEKMEKÖY METROYA YAKIN TEK TAPU 2 AYRI SATILIK DAİRE FIRSATI,7000000,4 + 2,190,150,11 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
119363-284,Istanbul,Cekmekoy,Tasdelen,Çekmeköy Taşdelen Mahallesi Ara Kat Satılık 2+1 Daire,7650000,2 + 1,115,95,6 Yaşında,2. Kat,Kombi,Eşyalı Değil
54782-599,Istanbul,Cekmekoy,Tasdelen,Taşdelen Palma Doro Sitesi 2. Kat Geniş Satılık 1+1 Daire,5900000,1 + 1,88,70,11 Yaşında,2. Kat,Kombi,Eşyalı Değil
54389-2984,Istanbul,Cekmekoy,Tasdelen,ÇEKMEKÖY TAŞDELEN ÇİZMECİ KONSEPT SİTESİ SATILIK 3+1,11000000,3 + 1,120,100,6 Yaşında,2. Kat,Merkezi (Pay Öl...,Eşyalı Değil
65187-4323,Istanbul,Esenler,Birlik,BİRLİK MAH TÜRKİYE EMLAK 2+1 KREDİLİ 80m² 2.KAT KOD 2725,5000000,2 + 1,80,70,10 Yaşında,2. Kat,Kombi,Eşyalı Değil
117621-1312,Istanbul,Esenler,Birlik,MOLLA TEAM EMLAK-ACİL SATILIK-MERKEZİ KONUMDA- PAZARLIĞA AÇIKTIR,6000000,2 + 1,136,90,24 Yaşında,4. Kat,Kombi,Eşyalı Değil
158190-106,Istanbul,Esenler,Fatih,VATAN EMLAK FATİH MAH. 2+1 80m2 BAHÇEKAT YENİ BİNA KREDİLİ DAİRE,2790000,2 + 0,85,74,4 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
153245-2038,Istanbul,Esenler,Fatih,İPEK'TEN ESENLER FATİH MAHALLESİNDE SATILIK 2+1 DAİRE,2400000,2 + 1,85,80,16 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
163957-15,Istanbul,Esenler,Fatih,LİTROS'TAN FATİH MAH 2+1 KREDİLİ 80m² SIFIR  4.KAT DAİRE,5500000,2 + 1,80,70,Sıfır Bina,3. Kat,Kombi,Eşyalı Değil
143026-166,Istanbul,Esenler,Fevzi cakmak,ESENLER FEVZİ ÇAKMAK MAHALLESİNDE SATILIK 3+1 DAİRE,5500000,3 + 1,135,120,30 Yaşında,3. Kat,Kombi,Eşyalı Değil
163670-174,Istanbul,Esenler,Havaalani,SEVDİ ÇAVUŞOĞLU'ndan Atışalanı Mahallesi 2+1 Satılık Daire 85m2,3130000,2 + 1,85,75,26 Yaşında,1. Kat,Kombi,Eşyalı Değil
148455-114,Istanbul,Esenler,Kemer,TUNÇ EMLAKTAN KEMER MAHALLESİNDE SATILIK 3+1 NİZAMİ DAİRE,3660000,3 + 1,120,110,31 Yaşında,1. Kat,Kombi,Eşyalı Değil
83793-1115,Istanbul,Esenler,Menderes,ESENLER METİN EMLAK TAN SATILIK KREDİLİ KAT MÜLKİYETLİ 1+1 DAİREMİZ 70 M2 METROYA YAKIN ASANSÖRLÜ,3000000,1 + 1,70,59,14 Yaşında,6. Kat,Isıtma Yok,Eşyalı Değil
143026-141,Istanbul,Esenler,Nine hatun,ESENLER NENE HATUN MAHALLESINDE SATILIK DAİRE,7480000,3 + 1,150,140,14 Yaşında,4. Kat,Kombi,Eşyalı Değil
76905-515,Istanbul,Esenler,Nine hatun,Esenler Üçyüzlü'de 90 m² 2+1 Köşe Başı Küçükler Yapıdan,3000000,2 + 1,90,85,30 Yaşında,5. Kat,Kombi,Eşyalı Değil
65187-4330,Istanbul,Esenler,Tuna,TÜRKİYE EMLAK TUNA MAH 2+1 Y.GİRİŞ 85m2 KREDİLİ SATILIK DAİRE,3400000,2 + 1,85,74,10 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
168006-47,Istanbul,Esenyurt,Akcaburgaz,AKCABURGAZ OKUL YANI 2+1 SIFIR DAİRE,3900000,2 + 1,100,85,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
168006-44,Istanbul,Esenyurt,Akcaburgaz,AKCABURGAZDA 2+1 ÖN CEPHE DAİRE,4300000,2 + 1,115,100,5 Yaşında,1. Kat,Kombi,Eşyalı Değil
168006-43,Istanbul,Esenyurt,Akcaburgaz,AKCABURGAZDA CADDE ÜZERİ 3+1 SATILIK DAİRE,5495000,3 + 1,110,100,6 Yaşında,1. Kat,Kombi,Eşyalı Değil
166451-58,Istanbul,Esenyurt,Akevler,AKA YAPI'DAN BAŞYAPIT FİRST CLASS REZİDANSDA SATILIK DAİRE,2599000,1 + 1,60,50,6 Yaşında,5. Kat,Kombi,Eşyalı Değil
109839-624,Istanbul,Esenyurt,Akevler,SİTE İÇERİSİNDE GÜVENLİKLİ EŞYALI,2350000,1 + 1,75,65,11 Yaşında,3. Kat,Merkezi (Pay Öl...,Eşyalı
111753-2649,Istanbul,Esenyurt,Akevler,METROBÜSE YAKIN ULTRA LUX SİTE İÇİNDE KREDİYE UYGUN 3+1 DAİRE,5790000,3 + 10,145,130,5 Yaşında,Ara Kat,Kombi,Eşyalı
140021-424,Istanbul,Esenyurt,Akevler,YCR den SİTELER BÖLGESİNDE OTOPARKLI YERDEN ISITMALI BUTİK SİTE,3948000,2 + 1,115,105,Sıfır Bina,3. Kat,Yerden Isıtma,Eşyalı Değil
168105-58,Istanbul,Esenyurt,Akevler,ERDAŞ İNŞAATTAN BUTİK SİTE İÇİ SATILIK 3+1 SIFIR PROJE,5999999,3 + 1,135,130,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
129391-482,Istanbul,Esenyurt,Akevler,FULL DONANIMLI METROBÜSE YAKIN SİTE İÇERİSİNDE 2+1 SATILIK DAİRE,3990000,2 + 1,130,105,11 Yaşında,19. Kat,Merkezi (Pay Öl...,Eşyalı Değil
168352-15,Istanbul,Esenyurt,Ardicli,YATIRIMCIYA UYGUN 20.000 KİRA GETİRİLİ 2+1 SATILIK DAİRE,1554000,2 + 1,125,100,5 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
32345-11196,Istanbul,Esenyurt,Ardicli,BAHÇEŞEHİR ARDIÇLI EVLERİNDE MÜSTAKİL TİP 4+2 SATILIK VİLLA,42500000,4 + 2,400,350,16 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
168776-3,Istanbul,Esenyurt,Ataturk,ESENYURT ATATÜRK MAHALLESİ PARK YANI 2+1 SATILIK FERAH BAHÇE KAT,2250000,2 + 1,95,85,5 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
168105-30,Istanbul,Esenyurt,Ataturk,GÜNVADİ EVLERİ ATATÜRK MAHALLESİNDE SATILIK 2+1 TERASLI DUBLEKS DAİRE,4200000,2 + 1,125,120,5 Yaşında,5. Kat,Kombi,Eşyalı Değil
115493-234,Istanbul,Esenyurt,Baglarcesme,Esenyurt Merkez mh 2+1 Satılık Daire,2000000,2 + 1,85,75,2 Yaşında,Bodrum,Kombi,
140021-443,Istanbul,Esenyurt,Baglarcesme,YÜCEUR YAPI'DAN İSTER YATIRIM İSTER OTURUMLUK 2+1 FIRSAT DAİRE !!,1449999,2 + 1,105,95,Sıfır Bina,Bahçe Katı,Kombi,Eşyalı Değil
153032-11,Istanbul,Esenyurt,Barbaros hayrettin pasa,"BEYLİKDÜZÜ'DE MASRAFSIZ, 3+1 ENGELLİYE UYGUN GİRİŞ KAT",5500000,3 + 1,165,120,Sıfır Bina,Giriş Katı,Merkezi (Pay Öl...,Eşyalı Değil
168105-26,Istanbul,Esenyurt,Barbaros hayrettin pasa,ERDAŞ İNŞAAT'TAN METROBÜSE 10 DAİKİKA SATILIK 2+1 BAHÇE KATI,1850000,2 + 1,105,100,6 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
167206-5,Istanbul,Esenyurt,Barbaros hayrettin pasa,AY IŞIĞI VADİ EVLERİ HAVUZ ÖNÜ HİÇ KULLANILMAMIŞ 2+1 DAİRE,6150000,2 + 1,110,100,6 Yaşında,2. Kat,Merkezi (Pay Öl...,Eşyalı Değil
168105-64,Istanbul,Esenyurt,Barbaros hayrettin pasa,BARBAROS HAYRETTİN PAŞA MAHALLESİ 2+1 100 m² FERAH YÜKSEK GİRİŞ,2675000,2 + 1,110,100,2 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
168718-5,Istanbul,Esenyurt,Barbaros hayrettin pasa,METROBUSE YAKIN GÜVENLİKLİ HAVUZLU SİTEDE YATIRIMLIK FIRSAT,2450000,1 + 1,50,47,11 Yaşında,5. Kat,Merkezi (Pay Öl...,Eşyalı
17468-11021,Istanbul,Esenyurt,Barbaros hayrettin pasa,BEYLİKDÜZÜ FERAH RESİDENCE ARAKAT 2+1 UYGUN FİYAT E5 YANI TEMİZ,6000000,2 + 1,88,83,8 Yaşında,6. Kat,Merkezi (Pay Öl...,Eşyalı Değil
168727-10,Istanbul,Esenyurt,Barbaros hayrettin pasa,ISTHANBUL EVLERİ HAN 2 PEYZAJ CEPHE TADİLATLI 3+1 SATILIK DAİRE,8000000,3 + 1,130,125,11 Yaşında,6. Kat,Kombi,Eşyalı Değil
162330-25,Istanbul,Esenyurt,Barbaros hayrettin pasa,ALYA 4 MEVSİM SİTESİNDE 3+1 154M2 SATILIK SÜPER LÜKS DAİRE,8000000,3 + 1,154,100,Sıfır Bina,Ara Kat,Merkezi (Pay Öl...,Eşyalı Değil
37137-53,Istanbul,Esenyurt,Battalgazi,ESENYURT BATALGAZİ MAHALLESİNDE SATILIK YÜKSEK GİRİŞ 2+1 DAİRE,2250000,2 + 1,93,85,11 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
77943-4840,Istanbul,Esenyurt,Battalgazi,Çınar Park Residence'ta Satılık 3+1 Lüks Daire,8900000,3 + 1,150,120,11 Yaşında,8. Kat,Merkezi (Pay Öl...,Eşyalı Değil
37137-57,Istanbul,Esenyurt,Cinar,ESENYURT ÇINAR MAHALLESİNDE SATILIK 2+1 4 KAT DAİRE,3000000,2 + 1,95,90,12 Yaşında,Ara Kat,Kombi,Eşyalı Değil
145630-128,Istanbul,Esenyurt,Cinar,SATILIK BAHCELI 2+1 DAİRE,2750000,2 + 1,120,100,8 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
132292-1398,Istanbul,Esenyurt,Cumhuriyet,ÖNCÜ'DEN SİTE İÇİNDE SATILIK DAIRE KONFORLU YAŞAMA MERHABA DEYİN,1845000,1 + 1,90,75,8 Yaşında,17. Kat,Kombi,Eşyalı Değil
113569-12949,Istanbul,Esenyurt,Cumhuriyet,BAŞKENT YAPI | METREKARE KONUŞUR! GENİŞ 2+1 SİTEİÇİ ÖZEL DAİRE,2250000,2 + 1,120,112,5 Yaşında,2. Kat,Kombi,Eşyalı Değil
129202-953,Istanbul,Esenyurt,Cumhuriyet,SARRAF YAPI'DAN BÖLGENİN EN KELEPİR FIRSAT 2+1 ARAKAT DAİRESİ,2885000,2 + 1,115,105,1 Yaşında,6. Kat,Kombi,Eşyalı Değil
132292-1399,Istanbul,Esenyurt,Cumhuriyet,ÖNCÜ'DEN HAVUZLU OTOPARKLI LÜX SİTE İÇİNDE SATILIK DAIRE,1250000,1 + 0,60,50,10 Yaşında,6. Kat,Kombi,Eşyalı Değil
142578-185,Istanbul,Esenyurt,Cumhuriyet,ACİL SATILIK KAT MÜİKİYETLİ SİTEİÇİ 2+1 SATILIK DAİRE,3699000,2 + 1,110,100,5 Yaşında,5. Kat,Kombi,Eşyalı Değil
129202-918,Istanbul,Esenyurt,Cumhuriyet,SARRAF YAPIDAN SİTE İÇERİSİNDE MERKEZİ KONUMDA SATILIK 2+1,2550000,2 + 1,110,100,8 Yaşında,Ara Kat,Kombi,Eşyalı Değil
